0.0,0.0,0.1111111111111111
399.0,51.5,0.25
396.0,60.5,0.42857142857142855
393.0,69.5,0.6666666666666666
390.0,77.5,1.0
387.0,85.5,0.0
384.0,92.5,0.0
381.0,99.5,0.05263157894736842
378.0,105.5,0.07142857142857142
375.0,111.5,0.09090909090909091
372.0,116.5,0.1111111111111111
369.0,126.5,0.1320754716981132
366.0,135.5,0.15384615384615385
363.0,144.5,0.17647058823529413
360.0,152.5,0.2
357.0,160.5,0.22448979591836735
354.0,167.5,0.25
351.0,174.5,0.2765957446808511
348.0,180.5,0.30434782608695654
345.0,186.5,0.3333333333333333
342.0,191.5,0.36363636363636365
339.0,196.5,0.3953488372093023
336.0,200.5,0.42857142857142855
333.0,204.5,0.4634146341463415
330.0,207.5,0.5
327.0,210.5,0.5384615384615384
324.0,212.5,0.5789473684210527
321.0,214.5,0.6216216216216216
318.0,215.5,0.6666666666666666
315.0,216.5,0.7142857142857143
312.0,216.5,0.7647058823529411
309.0,216.5,0.8181818181818182
306.0,216.5,0.875
303.0,215.5,0.9354838709677419
300.0,214.5,1.0
297.0,212.5,0.0
294.0,210.5,0.0
291.0,207.5,0.0
288.0,204.5,0.06349206349206349
285.0,200.5,0.08064516129032258
282.0,196.5,0.09836065573770492
279.0,191.5,0.11666666666666667
276.0,186.5,0.13559322033898305
273.0,180.5,0.15517241379310345
270.0,174.5,0.17543859649122806
267.0,167.5,0.19642857142857142
264.0,160.5,0.21818181818181817
261.0,152.5,0.24074074074074073
258.0,144.5,0.2641509433962264
255.0,135.5,0.28846153846153844
252.0,126.5,0.3137254901960784
249.0,116.5,0.34
246.0,106.5,0.3673469387755102
243.0,95.5,0.3958333333333333
240.0,84.5,0.425531914893617
237.0,72.5,0.45652173913043476
234.0,60.5,0.4888888888888889
231.0,47.5,0.5227272727272727
228.0,34.5,0.5581395348837209
225.0,20.5,0.5952380952380952
222.0,6.5,0.6341463414634146
219.0,-8.5,0.675
216.0,-23.5,0.717948717948718
213.0,-39.5,0.7631578947368421
210.0,-55.5,0.8108108108108109
207.0,-72.5,0.8611111111111112
204.0,-62.5,0.9142857142857143
201.0,-53.5,0.9705882352941176
198.0,-44.5,1.0303030303030303
195.0,-36.5,0.0
192.0,-28.5,0.0
189.0,-21.5,0.0
186.0,-14.5,0.05714285714285714
183.0,-8.5,0.07246376811594203
180.0,-2.5,0.08823529411764706
177.0,2.5,0.1044776119402985
174.0,7.5,0.12121212121212122
171.0,11.5,0.13846153846153847
168.0,15.5,0.15625
165.0,18.5,0.1746031746031746
162.0,21.5,0.1935483870967742
159.0,23.5,0.21311475409836064
156.0,25.5,0.23333333333333334
153.0,26.5,0.2542372881355932
150.0,27.5,0.27586206896551724
147.0,27.5,0.2982456140350877
144.0,27.5,0.32142857142857145
141.0,27.5,0.34545454545454546
138.0,26.5,0.37037037037037035
135.0,25.5,0.39622641509433965
132.0,23.5,0.4230769230769231
129.0,21.5,0.45098039215686275
126.0,18.5,0.48
123.0,15.5,0.5102040816326531
120.0,11.5,0.5416666666666666
117.0,7.5,0.574468085106383
114.0,2.5,0.6086956521739131
111.0,-2.5,0.6444444444444445
108.0,-8.5,0.6818181818181818
105.0,-14.5,0.7209302325581395
102.0,-21.5,0.7619047619047619
99.0,-28.5,0.8048780487804879
96.0,-36.5,0.85
93.0,-26.5,0.8974358974358975
90.0,-17.5,0.9473684210526315
87.0,-8.5,1.0
84.0,-0.5,0.0
81.0,7.5,0.0
78.0,14.5,0.0
75.0,21.5,0.05063291139240506
72.0,27.5,0.0641025641025641
69.0,33.5,0.07792207792207792
66.0,38.5,0.09210526315789473
63.0,43.5,0.10666666666666667
60.0,47.5,0.12162162162162163
57.0,51.5,0.136986301369863
54.0,54.5,0.1527777777777778
51.0,57.5,0.16901408450704225
48.0,59.5,0.18571428571428572
45.0,61.5,0.2028985507246377
42.0,62.5,0.22058823529411764
39.0,63.5,0.23880597014925373
36.0,63.5,0.25757575757575757
33.0,63.5,0.27692307692307694
